hsChr Start Stop
hs20 6808578 6814106
hs20 7034511 7038364
hs20 7044782 7050846
hs20 7044794 7050858
hs20 7070316 7079155
hs20 7549037 7555572
hs20 8464652 8468340
hs20 8755150 8764491
hs20 10958924 10967209
hs20 13350619 13358123
hs20 14425294 14426955
hs20 15028617 15030180
hs20 15030195 15036011
hs20 15249732 15251768
hs20 15249735 15251771
hs20 15387285 15396937
hs20 16153033 16162680
hs20 16679075 16687834
hs20 16679075 16687983
hs20 17196709 17203742
hs20 17937348 17944918
hs20 18206043 18207462
hs20 18206043 18207463
hs20 18552552 18555227
hs20 18672333 18682251
hs20 19693588 19697566
hs20 19856801 19866731
hs20 19930033 19932237
hs20 21210406 21212826
hs20 22641441 22648741
hs20 23116344 23124309
hs20 24440791 24446267
hs20 29270756 29274157
hs20 29681560 29685370
hs20 30629605 30637982
hs20 30886848 30895923
hs20 30950889 30957226
hs20 31372298 31379086
hs20 31372302 31379086
hs20 31372304 31379086
hs20 31786493 31790439
hs20 32705521 32707945
hs20 33439526 33447197
hs20 33455922 33461921
hs20 33623480 33632019
hs20 35231723 35233420
hs20 35741254 35745055
hs20 37497382 37504454
hs20 38057926 38066014
hs20 38778135 38780119
hs20 39440198 39443841
hs20 41440141 41448353
hs20 41458027 41459224
hs20 41552131 41558683
hs20 41556607 41558683
hs20 41846443 41847604
hs20 42277832 42282265
hs20 42277832 42282267
hs20 42346742 42353609
hs20 42783593 42793509
hs20 43120144 43128236
hs20 44024861 44032803
hs20 45683823 45690560
hs20 45683823 45692607
hs20 48749247 48756928
hs20 49045737 49047880
hs20 49935817 49943765
hs20 49995179 50003766
hs20 50192598 50194335
hs20 51721252 51727369
hs20 52085353 52094783
hs20 52318820 52328243
hs20 53707139 53711211
hs20 53868018 53874023
hs20 56133153 56136114
hs20 60350299 60352225
hs20 61181353 61189084
hs20 61778405 61786774
hs20 62234272 62235717
hs21 17768808 17778329
hs21 26154828 26160728
hs21 29407822 29412380
hs21 32554278 32557989
hs21 32766834 32774482
hs21 38879353 38881154
hs21 40799257 40805787
hs21 40822719 40830197
hs21 41568947 41572987
hs21 43840069 43842698
hs22 16062893 16069749
hs22 17951619 17953101
hs22 19657983 19662394
hs22 20382566 20388785
hs22 22291744 22295976
hs22 28116603 28119764
hs22 35261746 35264227
hs22 35473116 35477841
hs22 36585349 36589056
hs22 38778651 38783487
hs22 44952044 44960456
hs3 203772 209404
hs3 1317739 1320968
hs3 4041925 4044555
hs3 9416529 9423291
hs3 9833219 9838746
hs3 10283633 10291681
hs3 11391397 11395159
hs3 11391531 11395159
hs3 11780985 11782177
hs3 12157059 12166215
hs3 15227125 15230390
hs3 16249625 16251434
hs3 20166017 20173747
hs3 21432538 21440813
hs3 23417138 23420641
hs3 26414511 26420552
hs3 26864856 26867994
hs3 32373794 32377782
hs3 32633014 32634572
hs3 32703966 32707048
hs3 38367697 38374705
hs3 38374713 38377275
hs3 42800590 42804092
hs3 43004506 43006848
hs3 47223234 47228431
hs3 47700470 47702076
hs3 49270981 49272055
hs3 49374475 49379779
hs3 49419921 49421474
hs3 49786456 49792746
hs3 49786458 49792746
hs3 52005677 52010432
hs3 56707962 56713521
hs3 61635225 61637170
hs3 69143048 69147048
hs3 69347152 69348270
hs3 73623447 73624825
hs3 75848966 75855089
hs3 75963551 75969761
hs3 75963555 75969765
hs3 76144650 76145668
hs3 76317058 76326195
hs3 77913013 77920350
hs3 81008002 81009294
hs3 96603908 96609472
hs3 99732736 99737314
hs3 100381754 100385082
hs3 103986221 103994695
hs3 108520645 108523022
hs3 109037121 109042064
hs3 111121244 111130331
hs3 114691396 114693161
hs3 117992146 117993167
hs3 120979614 120981361
hs3 121548940 121552551
hs3 123210903 123213214
hs3 127664608 127673253
hs3 128497980 128498993
hs3 134660720 134668211
hs3 137465994 137469619
hs3 137580692 137588585
hs3 142027099 142029737
hs3 147127659 147131876
hs3 150751162 150752836
hs3 153794414 153795845
hs3 156523370 156532253
hs3 157574869 157576385
hs3 163991163 163993203
hs3 171028113 171030859
hs3 173805645 173812911
hs3 174981641 174987561
hs3 186595859 186601387
hs3 190478187 190482698
hs3 196024580 196027545
hs3 196699667 196704484
hs3 196701410 196702916
hs3 196705501 196709500
hs3 196950668 196959428
hs3 198244557 198245812
hs3 198602286 198603517
hs3 199145469 199148737
hs4 728471 730633
hs4 728471 730918
hs4 2064636 2065888
hs4 4464825 4466761
hs4 6591778 6595330
hs4 6948186 6951235
hs4 7764477 7765579
hs4 10010063 10016991
hs4 10084582 10087203
hs4 15247398 15249228
hs4 17073951 17076411
hs4 17184471 17190886
hs4 17350293 17352889
hs4 20770101 20776211
hs4 21442407 21448253
hs4 22738714 22740916
hs4 22878465 22882170
hs4 25684355 25689272
hs4 26565050 26566549
hs4 26565056 26566555
hs4 27541015 27545429
hs4 29037891 29044868
hs4 30679037 30685504
hs4 31709776 31718413
hs4 34916651 34920821
hs4 39936060 39940477
hs4 40346433 40349908
hs4 41782814 41788309
hs4 44282629 44286434
hs4 45750762 45752966
hs4 45897555 45899785
hs4 48015352 48023161
hs4 48016544 48023161
hs4 53323489 53328886
hs4 53609620 53611664
hs4 54641696 54645883
hs4 56845242 56847448
hs4 60916472 60918676
hs4 61012702 61015780
hs4 63357972 63359791
hs4 63556357 63565457
hs4 64927211 64929572
hs4 66220761 66225281
hs4 70533209 70536135
hs4 72687049 72693073
hs4 74700847 74702882
hs4 75448091 75450249
hs4 76714438 76718623
hs4 77688138 77697403
hs4 79578202 79580191
hs4 80328202 80329323
hs4 81107087 81113131
hs4 83148338 83150428
hs4 83849098 83852166
hs4 83931425 83935986
hs4 86873259 86874813
hs4 86890694 86895823
hs4 88103367 88110055
hs4 88457768 88460558
hs4 88487285 88493339
hs4 88702908 88705336
hs4 92691864 92694278
hs4 95004760 95010796
hs4 95416082 95422380
hs4 98194637 98199877
hs4 105726639 105732784
hs4 106370273 106373989
hs4 107116480 107120375
hs4 107985309 107989786
hs4 108347278 108351183
hs4 108389473 108396439
hs4 108496146 108498953
hs4 111060190 111065187
hs4 111932060 111938072
hs4 112394576 112400035
hs4 112769125 112774095
hs4 115473867 115479097
hs4 116361151 116367096
hs4 119344860 119349647
hs4 120023213 120031300
hs4 123205881 123212240
hs4 123942362 123943621
hs4 124552197 124555010
hs4 127239825 127243688
hs4 128876493 128883735
hs4 130500281 130502386
hs4 132709859 132713083
hs4 135288377 135298365
hs4 135652458 135655151
hs4 137897078 137899801
hs4 139185662 139186667
hs4 139185663 139186668
hs4 139698744 139704940
hs4 140922135 140930820
hs4 141210309 141214781
hs4 142450229 142452512
hs4 143508920 143510190
hs4 146167590 146175125
hs4 146167592 146175125
hs4 146495129 146504912
hs4 148848160 148851062
hs4 149271443 149275244
hs4 149882142 149890100
hs4 150485304 150491924
hs4 155636976 155639745
hs4 155827797 155835822
hs4 156654714 156657591
hs4 159246828 159247941
hs4 161737182 161741881
hs4 161903347 161905062
hs4 163613456 163615872
hs4 165751480 165753375
hs4 165929109 165938067
hs4 166164584 166168704
hs4 166470255 166471317
hs4 168834900 168842228
hs4 169340756 169346298
hs4 169891632 169896324
hs4 169928797 169932453
hs4 171468381 171470715
hs4 173225215 173229505
hs4 173661608 173670094
hs4 174035345 174040902
hs4 174721654 174726629
hs4 178628901 178634974
hs4 179374234 179375481
hs4 179477633 179483425
hs4 181372110 181375637
hs4 181554312 181560252
hs4 182113781 182115282
hs4 182113797 182115298
hs4 182238469 182239791
hs4 182396464 182403082
hs4 182580374 182582141
hs4 183878524 183885602
hs4 188122057 188123402
hs4 189050065 189054891
hs4 190294993 190301266
hs4 190630175 190634922
hs4 190717432 190718911
hs4 190843982 190847294
hs4 190918122 190920127
hs4 190918918 190920141
hs5 2021414 2024601
hs5 3838378 3839405
hs5 7746550 7752194
hs5 10692098 10693244
hs5 17131843 17138787
hs5 18322585 18327399
hs5 18909070 18910604
hs5 21956557 21959024
hs5 21974618 21978223
hs5 22872108 22875218
hs5 24406285 24409193
hs5 24406300 24409208
hs5 25930048 25937147
hs5 26031983 26035390
hs5 31752437 31760236
hs5 32746738 32751209
hs5 32747435 32750367
hs5 34340547 34343661
hs5 34340556 34343670
hs5 37324628 37329864
hs5 41937140 41945587
hs5 44315458 44317779
hs5 52094679 52096083
hs5 52808037 52813049
hs5 53393116 53397147
hs5 53599491 53603492
hs5 54543717 54545728
hs5 54990975 54994482
hs5 55217877 55223346
hs5 55441835 55444088
hs5 55948664 55956271
hs5 57715759 57721867
hs5 57991615 57995265
hs5 60436674 60440257
hs5 61891527 61892859
hs5 68170500 68174971
hs5 70964727 70971842
hs5 74518731 74522189
hs5 74725205 74727136
hs5 75703536 75705126
hs5 76271746 76274014
hs5 79697888 79705819
hs5 82977067 82979858
hs5 83347120 83351651
hs5 83347121 83351651
hs5 85112927 85120231
hs5 86405623 86408438
hs5 86667018 86670109
hs5 87414637 87417820
hs5 87414639 87417822
hs5 87742726 87747213
hs5 93534161 93543711
hs5 94312424 94313631
hs5 97865526 97872131
hs5 103882174 103888225
hs5 103882188 103888239
hs5 104501166 104509076
hs5 107189596 107193077
hs5 107365805 107368693
hs5 108622974 108629020
hs5 111048922 111055924
hs5 112782023 112783736
hs5 113594216 113596726
hs5 114784398 114785788
hs5 114784415 114785805
hs5 116154387 116155917
hs5 116213646 116216241
hs5 123488962 123490997
hs5 123924841 123930381
hs5 127435343 127438819
hs5 137050478 137051801
hs5 137873977 137875785
hs5 140068985 140077161
hs5 140161185 140167174
hs5 140770623 140775491
hs5 142715262 142719683
hs5 143493071 143495240
hs5 147249519 147258903
hs5 147907334 147914171
hs5 150453135 150457373
hs5 150586038 150587063
hs5 151436607 151442640
hs5 153282632 153283695
hs5 157547855 157550704
hs5 162086550 162091776
hs5 165946954 165948182
hs5 168202071 168204479
hs5 168720337 168721513
hs5 168817149 168819304
hs5 169315636 169321560
hs5 171253057 171257370
hs5 172391866 172400879
hs5 172905621 172907360
hs5 173949969 173958439
hs5 174647501 174650495
hs5 174713522 174722767
hs5 180229112 180231968
hs5 180523346 180532903
hs6 6851716 6855663
hs6 7001261 7005010
hs6 8951909 8953498
hs6 9646117 9653682
hs6 11014836 11016111
hs6 13913026 13917938
hs6 17514624 17516869
hs6 21875599 21879015
hs6 22099392 22102631
hs6 24843174 24844658
hs6 26785006 26794104
hs6 28183865 28188745
hs6 30007762 30009519
hs6 33252386 33253403
hs6 36551214 36553849
hs6 36647342 36649413
hs6 40473487 40476829
hs6 46709554 46715031
hs6 51427002 51432783
hs6 51530640 51533636
hs6 51847528 51853565
hs6 57061711 57068083
hs6 57531028 57537079
hs6 57544040 57551692
hs6 65958943 65968428
hs6 66316749 66318742
hs6 66316761 66318754
hs6 72953920 72963004
hs6 74426240 74428428
hs6 76249550 76252434
hs6 93877505 93880085
hs6 106450082 106453886
hs6 108138036 108139079
hs6 110570870 110575241
hs6 112331120 112336351
hs6 121024077 121027992
hs6 123097637 123099152
hs6 124698236 124700420
hs6 134517197 134526925
hs6 137390939 137397516
hs6 141325666 141328231
hs6 148485671 148488224
hs6 151302532 151310816
hs6 151548358 151554080
hs6 152099219 152103123
hs6 153071665 153075482
hs6 153285368 153287933
hs6 160973046 160978566
hs6 161284220 161293025
hs6 162097495 162101246
hs6 164669458 164671604
hs6 166918981 166920170
hs6 168377328 168381224
hs6 168459768 168461373
hs6 170326078 170328506
hs7 1151591 1154180
hs7 5815104 5816420
hs7 7802425 7803847
hs7 10470825 10472658
hs7 16138299 16140597
hs7 20385443 20386810
hs7 20385446 20386813
hs7 20408276 20410776
hs7 21034478 21035626
hs7 23737024 23742822
hs7 27412200 27415208
hs7 29479625 29488966
hs7 36340680 36343232
hs7 43963371 43964914
hs7 47443832 47452811
hs7 49135878 49137491
hs7 53819662 53825545
hs7 55254238 55256555
hs7 55254253 55256570
hs7 55957732 55963083
hs7 62785788 62787052
hs7 62848287 62849965
hs7 62850246 62851828
hs7 66560809 66564614
hs7 66904193 66912869
hs7 68092308 68100592
hs7 71672142 71673163
hs7 71908202 71913781
hs7 76540175 76546053
hs7 77415109 77422095
hs7 92313763 92315982
hs7 92522115 92526239
hs7 93254878 93260941
hs7 100466502 100467914
hs7 100468031 100471213
hs7 113203413 113209458
hs7 115371331 115372430
hs7 116357163 116360771
hs7 118618496 118621990
hs7 119527296 119528663
hs7 121444869 121446011
hs7 127784528 127788278
hs7 127839726 127843344
hs7 129291648 129300108
hs7 129546942 129555973
hs7 130400672 130405244
hs7 138032578 138034590
hs7 141266945 141272991
hs7 141950529 141953850
hs7 144547815 144552331
hs7 147486267 147492636
hs7 147622076 147624570
hs7 147703797 147707256
hs7 148319086 148326107
hs7 151185427 151189546
hs7 155196617 155201771
hs8 584401 589414
hs8 3483383 3488630
hs8 4295266 4301915
hs8 5874101 5875528
hs8 7342808 7352275
hs8 9022289 9023686
hs8 11282969 11284617
hs8 11430244 11438188
hs8 13675570 13678936
hs8 13781260 13788278
hs8 16245684 16251904
hs8 17385277 17394787
hs8 24201255 24207030
hs8 25122596 25126569
hs8 25122603 25126576
hs8 27716070 27718723
hs8 27768541 27771798
hs8 29527103 29528563
hs8 32268942 32270165
hs8 32451733 32461657
hs8 32609628 32611159
hs8 32758267 32762736
hs8 32793267 32796907
hs8 33548778 33552212
hs8 33553774 33555448
hs8 37783219 37787844
hs8 38152357 38157197
hs8 40180120 40188506
hs8 42159064 42168674
hs8 42292598 42301196
hs8 42309547 42313509
hs8 42391327 42400781
hs8 49184373 49186016
hs8 50363227 50365552
hs8 58125976 58131325
hs8 58126642 58131991
hs8 58280824 58282177
hs8 58505955 58512469
hs8 59651547 59660430
hs8 63934635 63942003
hs8 66221408 66223855
hs8 66611712 66613094
hs8 66695598 66697801
hs8 66794286 66798330
hs8 66799710 66801662
hs8 66799714 66801666
hs8 66809684 66814290
hs8 71275847 71278050
hs8 73245449 73251563
hs8 73454515 73457808
hs8 73950320 73956377
hs8 74464429 74473978
hs8 74723262 74724658
hs8 77499941 77500985
hs8 77699474 77705950
hs8 78095375 78101406
hs8 81636489 81639590
hs8 82038964 82044914
hs8 82917134 82921265
hs8 86242577 86244322
hs8 90173959 90180065
hs8 96534687 96543089
hs8 96875030 96884242
hs8 100705413 100713139
hs8 102667495 102673504
hs8 104437571 104443460
hs8 107290880 107299238
hs8 107502164 107511432
hs8 108573995 108575539
hs8 109846831 109851355
hs8 111449402 111450862
hs8 112363229 112366316
hs8 112380484 112387762
hs8 115829179 115834849
hs8 120223724 120230396
hs8 126472606 126479084
hs8 126485461 126489787
hs8 126664304 126670316
hs8 126664312 126670324
hs8 127017043 127024219
hs8 129534336 129540448
hs8 129534351 129540463
hs8 131050460 131051856
hs8 131919933 131921920
hs8 133090304 133099603
hs8 135152112 135158213
hs8 135321075 135323008
hs8 135739776 135748917
hs8 138886322 138888624
hs8 138955977 138965623
hs8 141552317 141553984
hs9 8077348 8085433
hs9 10192700 10200812
hs9 11516325 11519374
hs9 12546834 12549646
hs9 14768629 14770431
hs9 22454892 22458766
hs9 22534001 22537731
hs9 24482759 24484792
hs9 31058386 31060926
hs9 33413362 33414654
hs9 34634298 34640279
hs9 37042699 37046904
hs9 38479356 38488345
hs9 71819048 71827580
hs9 82713536 82716638
hs9 88298127 88304582
hs9 89263779 89271572
hs9 90143333 90144830
hs9 92678405 92683782
hs9 92678410 92683782
hs9 92728556 92738143
hs9 95510176 95511285
hs9 96252611 96255251
hs9 97488704 97492385
hs9 98353234 98355463
hs9 98480755 98482063
hs9 98973096 98977743
hs9 107335543 107343390
hs9 109073276 109075278
hs9 109577359 109580433
hs9 113617762 113625909
hs9 113748669 113749884
hs9 114500170 114501182
hs9 114743434 114752664
hs9 118616155 118617904
hs9 119142462 119148110
hs9 121285532 121294790
hs9 123802598 123805044
hs9 124047930 124052168
hs9 129258279 129260504
hs9 130504067 130512596
hs9 130741773 130745128
hs9 131066507 131067890
hs9 131804138 131806023
hs9 133612402 133620736
hs9 134386993 134395362
hs9 135964086 135967415
hs9 137333958 137336077
hs9 137353885 137357424
hs9 137618922 137620020
hs9 137618925 137620023
hs9 138825947 138831018
hs9 139084958 139090261
hs9 139893434 139897017
hsX 5065344 5067499
hsX 9333316 9334360
hsX 9338085 9342151
hsX 10032794 10041691
hsX 12124952 12134240
hsX 21876496 21878472
hsX 28411765 28417285
hsX 36976059 36977745
hsX 37735970 37739565
hsX 70344406 70346786
hsX 78833105 78835491
hsX 84648817 84654863
hsX 92682956 92688163
hsX 95424012 95433448
hsX 98105949 98111715
hsX 117482547 117492053
hsX 118945078 118952421
hsX 120079710 120086565
hsX 125678032 125680572
hsX 127811799 127820294
hsX 130481674 130483603
hsX 135509627 135518089
hsX 150627556 150629154
hsY 57261507 57265065
hsY 57265801 57269359
hs6 30033951 30037206
hs6 29965404 29980401
hs6 29973983 29975776
hs6 31390442 31392524
hs6 32682718 32686030
hs6 29965945 29967173
hs6 32682718 32689635
hs6 31491958 31496193
hs6 29965404 29967173
hs6 32745659 32756696
hs6 29973983 29977212
hs10 41849234 41918278
